filename,label,label (0/1),label (no/yes)
image_noMask1_0_4.jpeg,without_mask,0,no
image_noMask1_0_12.jpeg,without_mask,0,no
image_noMask1_0_13.jpeg,without_mask,0,no
image_noMask1_0_17.jpeg,without_mask,0,no
image_noMask1_0_24.jpeg,without_mask,0,no
image_noMask1_0_28.jpeg,without_mask,0,no
image_noMask1_0_32.jpeg,without_mask,0,no
image_noMask1_0_33.jpeg,without_mask,0,no
image_noMask1_0_39.jpeg,without_mask,0,no
image_noMask1_0_41.jpeg,without_mask,0,no
image_noMask1_0_45.jpeg,without_mask,0,no
image_noMask1_0_49.jpeg,without_mask,0,no
image_noMask1_0_50.jpeg,without_mask,0,no
image_noMask1_0_51.jpeg,without_mask,0,no
image_noMask1_0_54.jpeg,without_mask,0,no
image_noMask1_0_58.jpeg,without_mask,0,no
image_noMask1_0_59.jpeg,without_mask,0,no
image_noMask1_0_61.jpeg,without_mask,0,no
image_noMask1_0_62.jpeg,without_mask,0,no
image_noMask1_0_64.jpeg,without_mask,0,no
image_noMask1_0_65.jpeg,without_mask,0,no
image_noMask1_0_68.jpeg,without_mask,0,no
image_noMask1_0_71.jpeg,without_mask,0,no
image_noMask1_0_72.jpeg,without_mask,0,no
image_noMask1_0_74.jpeg,without_mask,0,no
image_noMask1_0_76.jpeg,without_mask,0,no
image_noMask1_0_80.jpeg,without_mask,0,no
image_noMask1_0_81.jpeg,without_mask,0,no
image_noMask1_0_82.jpeg,without_mask,0,no
image_noMask1_0_83.jpeg,without_mask,0,no
image_noMask1_0_85.jpeg,without_mask,0,no
image_noMask1_0_89.jpeg,without_mask,0,no
image_noMask1_0_93.jpeg,without_mask,0,no
image_noMask1_0_95.jpeg,without_mask,0,no
image_noMask1_0_96.jpeg,without_mask,0,no
image_noMask1_0_97.jpeg,without_mask,0,no
image_noMask1_0_98.jpeg,without_mask,0,no
image_noMask1_0_109.jpeg,without_mask,0,no
image_noMask1_0_110.jpeg,without_mask,0,no
image_noMask1_0_112.jpeg,without_mask,0,no
image_noMask1_0_113.jpeg,without_mask,0,no
image_noMask1_0_115.jpeg,without_mask,0,no
image_noMask1_0_120.jpeg,without_mask,0,no
image_noMask1_0_121.jpeg,without_mask,0,no
image_noMask1_0_122.jpeg,without_mask,0,no
image_noMask1_0_124.jpeg,without_mask,0,no
image_noMask1_0_128.jpeg,without_mask,0,no
image_noMask1_0_131.jpeg,without_mask,0,no
image_noMask1_0_132.jpeg,without_mask,0,no
image_noMask1_0_134.jpeg,without_mask,0,no
image_noMask1_0_135.jpeg,without_mask,0,no
image_noMask1_0_142.jpeg,without_mask,0,no
image_noMask1_0_144.jpeg,without_mask,0,no
image_noMask1_0_150.jpeg,without_mask,0,no
image_noMask1_0_151.jpeg,without_mask,0,no
image_noMask1_0_154.jpeg,without_mask,0,no
image_noMask1_0_156.jpeg,without_mask,0,no
image_noMask1_0_158.jpeg,without_mask,0,no
image_noMask1_0_159.jpeg,without_mask,0,no
image_noMask1_0_160.jpeg,without_mask,0,no
image_noMask1_0_161.jpeg,without_mask,0,no
image_noMask1_0_163.jpeg,without_mask,0,no
image_noMask1_0_164.jpeg,without_mask,0,no
image_noMask1_0_169.jpeg,without_mask,0,no
image_noMask1_0_178.jpeg,without_mask,0,no
image_noMask1_0_189.jpeg,without_mask,0,no
image_noMask1_0_190.jpeg,without_mask,0,no
image_noMask1_0_191.jpeg,without_mask,0,no
image_noMask1_0_195.jpeg,without_mask,0,no
image_noMask1_0_196.jpeg,without_mask,0,no
image_noMask1_0_203.jpeg,without_mask,0,no
image_noMask1_0_206.jpeg,without_mask,0,no
image_noMask1_0_210.jpeg,without_mask,0,no
image_noMask1_0_213.jpeg,without_mask,0,no
image_noMask1_0_219.jpeg,without_mask,0,no
image_noMask1_0_227.jpeg,without_mask,0,no
image_noMask1_0_229.jpeg,without_mask,0,no
image_noMask1_0_231.jpeg,without_mask,0,no
image_noMask1_0_232.jpeg,without_mask,0,no
image_noMask1_0_234.jpeg,without_mask,0,no
image_noMask1_0_235.jpeg,without_mask,0,no
image_noMask1_0_236.jpeg,without_mask,0,no
image_noMask1_0_241.jpeg,without_mask,0,no
image_noMask1_0_244.jpeg,without_mask,0,no
image_noMask1_0_245.jpeg,without_mask,0,no
image_noMask1_0_246.jpeg,without_mask,0,no
image_noMask1_0_252.jpeg,without_mask,0,no
image_noMask1_0_253.jpeg,without_mask,0,no
image_noMask1_0_255.jpeg,without_mask,0,no
image_noMask1_0_256.jpeg,without_mask,0,no
image_noMask1_0_257.jpeg,without_mask,0,no
image_noMask1_0_259.jpeg,without_mask,0,no
image_noMask1_0_262.jpeg,without_mask,0,no
image_noMask1_0_266.jpeg,without_mask,0,no
image_noMask1_0_270.jpeg,without_mask,0,no
image_noMask1_0_284.jpeg,without_mask,0,no
image_noMask1_0_285.jpeg,without_mask,0,no
image_noMask1_0_287.jpeg,without_mask,0,no
image_noMask1_0_290.jpeg,without_mask,0,no
image_noMask1_0_291.jpeg,without_mask,0,no
image_noMask1_0_293.jpeg,without_mask,0,no
image_noMask1_0_295.jpeg,without_mask,0,no
image_noMask1_0_298.jpeg,without_mask,0,no
image_noMask1_0_300.jpeg,without_mask,0,no
image_noMask1_0_301.jpeg,without_mask,0,no
image_noMask1_0_306.jpeg,without_mask,0,no
image_noMask1_0_308.jpeg,without_mask,0,no
image_noMask1_0_310.jpeg,without_mask,0,no
image_noMask1_0_312.jpeg,without_mask,0,no
image_noMask1_0_318.jpeg,without_mask,0,no
image_noMask1_0_320.jpeg,without_mask,0,no
image_noMask1_0_322.jpeg,without_mask,0,no
image_noMask1_0_337.jpeg,without_mask,0,no
image_noMask1_0_341.jpeg,without_mask,0,no
image_noMask1_0_344.jpeg,without_mask,0,no
image_noMask1_0_345.jpeg,without_mask,0,no
image_noMask1_0_352.jpeg,without_mask,0,no
image_noMask1_0_356.jpeg,without_mask,0,no
image_noMask1_0_357.jpeg,without_mask,0,no
image_noMask1_0_360.jpeg,without_mask,0,no
image_noMask1_0_361.jpeg,without_mask,0,no
image_noMask1_0_363.jpeg,without_mask,0,no
image_noMask1_0_366.jpeg,without_mask,0,no
image_noMask1_0_368.jpeg,without_mask,0,no
image_noMask1_0_371.jpeg,without_mask,0,no
image_noMask1_0_376.jpeg,without_mask,0,no
image_noMask1_0_380.jpeg,without_mask,0,no
image_noMask1_0_385.jpeg,without_mask,0,no
image_noMask1_0_389.jpeg,without_mask,0,no
image_noMask1_0_392.jpeg,without_mask,0,no
image_noMask1_0_393.jpeg,without_mask,0,no
image_noMask1_0_397.jpeg,without_mask,0,no
image_noMask1_0_399.jpeg,without_mask,0,no
image_noMask1_0_401.jpeg,without_mask,0,no
image_noMask1_0_409.jpeg,without_mask,0,no
image_noMask1_0_419.jpeg,without_mask,0,no
image_noMask1_0_424.jpeg,without_mask,0,no
image_noMask1_0_427.jpeg,without_mask,0,no
image_noMask1_0_428.jpeg,without_mask,0,no
image_noMask1_0_431.jpeg,without_mask,0,no
image_noMask1_0_438.jpeg,without_mask,0,no
image_noMask1_0_439.jpeg,without_mask,0,no
image_noMask1_0_442.jpeg,without_mask,0,no
image_noMask1_0_446.jpeg,without_mask,0,no
image_noMask1_0_447.jpeg,without_mask,0,no
image_noMask1_0_450.jpeg,without_mask,0,no
image_noMask1_0_452.jpeg,without_mask,0,no
image_noMask1_0_457.jpeg,without_mask,0,no
image_noMask1_0_471.jpeg,without_mask,0,no
image_noMask1_0_473.jpeg,without_mask,0,no
image_noMask1_0_475.jpeg,without_mask,0,no
image_noMask1_0_476.jpeg,without_mask,0,no
image_noMask1_0_477.jpeg,without_mask,0,no
image_noMask1_0_479.jpeg,without_mask,0,no
image_noMask1_0_481.jpeg,without_mask,0,no
image_noMask1_0_488.jpeg,without_mask,0,no
image_noMask1_0_489.jpeg,without_mask,0,no
image_noMask1_0_493.jpeg,without_mask,0,no
image_noMask1_0_494.jpeg,without_mask,0,no
image_noMask1_0_495.jpeg,without_mask,0,no
image_noMask1_0_496.jpeg,without_mask,0,no
image_noMask1_0_498.jpeg,without_mask,0,no
image_noMask1_0_499.jpeg,without_mask,0,no
image_noMask1_0_500.jpeg,without_mask,0,no
image_noMask1_0_501.jpeg,without_mask,0,no
image_noMask1_0_506.jpeg,without_mask,0,no
image_noMask1_0_507.jpeg,without_mask,0,no
image_noMask1_0_512.jpeg,without_mask,0,no
image_noMask1_0_514.jpeg,without_mask,0,no
image_noMask1_0_515.jpeg,without_mask,0,no
image_noMask1_0_516.jpeg,without_mask,0,no
image_noMask1_0_517.jpeg,without_mask,0,no
image_noMask1_0_519.jpeg,without_mask,0,no
image_noMask1_0_521.jpeg,without_mask,0,no
image_noMask1_0_531.jpeg,without_mask,0,no
image_noMask1_0_535.jpeg,without_mask,0,no
image_noMask1_0_537.jpeg,without_mask,0,no
image_noMask1_0_539.jpeg,without_mask,0,no
image_noMask1_0_559.jpeg,without_mask,0,no
image_noMask1_0_560.jpeg,without_mask,0,no
image_noMask1_0_562.jpeg,without_mask,0,no
image_noMask1_0_565.jpeg,without_mask,0,no
image_noMask1_0_566.jpeg,without_mask,0,no
image_noMask1_0_572.jpeg,without_mask,0,no
image_noMask1_0_576.jpeg,without_mask,0,no
image_noMask1_0_577.jpeg,without_mask,0,no
image_noMask1_0_583.jpeg,without_mask,0,no
image_noMask1_0_586.jpeg,without_mask,0,no
image_noMask1_0_595.jpeg,without_mask,0,no
image_noMask1_0_597.jpeg,without_mask,0,no
image_noMask1_0_599.jpeg,without_mask,0,no
image_noMask1_0_600.jpeg,without_mask,0,no
image_noMask1_0_602.jpeg,without_mask,0,no
image_noMask1_0_604.jpeg,without_mask,0,no
image_noMask1_0_608.jpeg,without_mask,0,no
image_noMask1_0_610.jpeg,without_mask,0,no
image_noMask1_0_611.jpeg,without_mask,0,no
image_noMask1_0_613.jpeg,without_mask,0,no
image_noMask1_0_616.jpeg,without_mask,0,no
image_noMask1_0_617.jpeg,without_mask,0,no
image_noMask1_0_625.jpeg,without_mask,0,no
image_noMask1_0_628.jpeg,without_mask,0,no
image_noMask1_0_635.jpeg,without_mask,0,no
image_noMask1_0_642.jpeg,without_mask,0,no
image_noMask1_0_643.jpeg,without_mask,0,no
image_noMask1_0_644.jpeg,without_mask,0,no
image_noMask1_0_645.jpeg,without_mask,0,no
image_noMask1_0_648.jpeg,without_mask,0,no
image_noMask1_0_650.jpeg,without_mask,0,no
image_noMask1_0_653.jpeg,without_mask,0,no
image_noMask1_0_654.jpeg,without_mask,0,no
image_noMask1_0_657.jpeg,without_mask,0,no
image_noMask1_0_660.jpeg,without_mask,0,no
image_noMask1_0_661.jpeg,without_mask,0,no
image_noMask1_0_667.jpeg,without_mask,0,no
image_noMask1_0_670.jpeg,without_mask,0,no
image_noMask1_0_677.jpeg,without_mask,0,no
image_noMask1_0_678.jpeg,without_mask,0,no
image_noMask1_0_688.jpeg,without_mask,0,no
image_noMask1_0_696.jpeg,without_mask,0,no
image_noMask1_0_697.jpeg,without_mask,0,no
image_noMask1_0_702.jpeg,without_mask,0,no
image_noMask1_0_709.jpeg,without_mask,0,no
image_noMask1_0_713.jpeg,without_mask,0,no
image_noMask1_0_715.jpeg,without_mask,0,no
image_noMask1_0_716.jpeg,without_mask,0,no
image_noMask1_0_719.jpeg,without_mask,0,no
image_noMask1_0_720.jpeg,without_mask,0,no
image_noMask1_0_726.jpeg,without_mask,0,no
image_noMask1_0_732.jpeg,without_mask,0,no
image_noMask1_0_733.jpeg,without_mask,0,no
image_noMask1_0_735.jpeg,without_mask,0,no
image_noMask1_0_736.jpeg,without_mask,0,no
image_noMask1_0_737.jpeg,without_mask,0,no
image_noMask1_0_738.jpeg,without_mask,0,no
image_noMask1_0_740.jpeg,without_mask,0,no
image_noMask1_0_746.jpeg,without_mask,0,no
image_noMask1_0_748.jpeg,without_mask,0,no
image_noMask1_0_756.jpeg,without_mask,0,no
image_noMask1_0_763.jpeg,without_mask,0,no
image_noMask1_0_765.jpeg,without_mask,0,no
image_noMask1_0_778.jpeg,without_mask,0,no
image_noMask1_0_781.jpeg,without_mask,0,no
image_noMask1_0_782.jpeg,without_mask,0,no
image_noMask1_0_787.jpeg,without_mask,0,no
image_noMask1_0_789.jpeg,without_mask,0,no
image_noMask1_0_790.jpeg,without_mask,0,no
image_noMask1_0_798.jpeg,without_mask,0,no
image_noMask1_0_799.jpeg,without_mask,0,no
image_noMask1_0_803.jpeg,without_mask,0,no
image_noMask1_0_805.jpeg,without_mask,0,no
image_noMask1_0_808.jpeg,without_mask,0,no
image_noMask1_0_809.jpeg,without_mask,0,no
image_noMask1_0_810.jpeg,without_mask,0,no
image_noMask1_0_811.jpeg,without_mask,0,no
image_noMask1_0_813.jpeg,without_mask,0,no
image_noMask1_0_824.jpeg,without_mask,0,no
image_noMask1_0_825.jpeg,without_mask,0,no
image_noMask1_0_827.jpeg,without_mask,0,no
image_noMask1_0_828.jpeg,without_mask,0,no
image_noMask1_0_836.jpeg,without_mask,0,no
image_noMask1_0_838.jpeg,without_mask,0,no
image_noMask1_0_845.jpeg,without_mask,0,no
image_noMask1_0_847.jpeg,without_mask,0,no
image_noMask1_0_848.jpeg,without_mask,0,no
image_noMask1_0_849.jpeg,without_mask,0,no
image_noMask1_0_852.jpeg,without_mask,0,no
image_noMask1_0_854.jpeg,without_mask,0,no
image_noMask1_0_855.jpeg,without_mask,0,no
image_noMask1_0_863.jpeg,without_mask,0,no
image_noMask1_0_871.jpeg,without_mask,0,no
image_noMask1_0_872.jpeg,without_mask,0,no
image_noMask1_0_876.jpeg,without_mask,0,no
image_noMask1_0_881.jpeg,without_mask,0,no
image_noMask1_0_882.jpeg,without_mask,0,no
image_noMask1_0_883.jpeg,without_mask,0,no
image_noMask1_0_885.jpeg,without_mask,0,no
image_noMask1_0_890.jpeg,without_mask,0,no
image_noMask1_0_892.jpeg,without_mask,0,no
image_noMask1_0_896.jpeg,without_mask,0,no
image_noMask1_0_900.jpeg,without_mask,0,no
image_noMask1_0_901.jpeg,without_mask,0,no
image_noMask1_0_903.jpeg,without_mask,0,no
image_noMask1_0_905.jpeg,without_mask,0,no
image_noMask1_0_908.jpeg,without_mask,0,no
image_noMask1_0_910.jpeg,without_mask,0,no
